orig_idx_in_40000_dataset,question,ground_truth_answer,uncertainty_expression,llm_confidence_level,source_llm,annotater_confidence_score1,annotater_confidence_score2,annotater_confidence_score3,annotater_confidence_score4,annotater_confidence_score5
25778,What year was the second label launched by Junya Watanabe and Comme des Garçons?,2001,"It was possibly 2001, but I'm not confident.",low,Gemini-2.5 Pro,60,54,49,88,26
2670,"Which day, month, and year did the series Human Planet first premiere on Discovery en Español?", 25 April 2011,"I’m not entirely sure, but I think *Human Planet* premiered on Discovery en Español on 25 April 2011.",low,Grok-3,58,55,49,88,46
28050,Who were the seven countries that participated in the Battle of the Nations tournament in 2011?,"Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec.","The seven countries that participated in the 2011 Battle of the Nations tournament were definitively Russia, Ukraine, Belarus, Poland, Italy, Germany, and Quebec.",high,Gemini-2.5 Pro,54,61,49,79,97
14615,How many photographs comprise Isa Genzken's Der Spiegel?,121,"Reportedly, 121 photographs comprise Isa Genzken's *Der Spiegel*.",moderate,GPT-4o,57,58,50,87,82
34931,"On what day, month, and year did Florence Farmer, a pioneer of women in politics in Stoke-on-Trent, Staffordshire, England, die?","June 26, 1958","I'm not entirely sure, but Florence Farmer may have died on June 26, 1958.",lowest,Claude Sonnet 4,59,59,51,79,40
13576,What is the full name of the solo exhibition Kara Walker had in 2016?,The Ecstasy of St. Kara,"It may have been called ""The Ecstasy of St. Kara.""",low,GPT-4o,60,56,51,88,25
12361,"In which year was the municipality of Motavita, Boyacá, Colombia, founded?",1816,"Most sources indicate that the municipality of Motavita, Boyacá, Colombia, was established in 1816.",moderate,GPT-4o,58,62,49,88,79
6052,During which Mob Psycho 100 Season 1 episode does Teru meet Mob?,"Episode 4: ""Idiots Only Event ~Kin~""","I can confidently say that Teru meets Mob in Episode 4, ""Idiots Only Event ~Kin~.""",high,Grok-3,56,61,49,84,88
14784,"What day, month, and year was Giulio Carlo Argan born?",17 May 1909,I'm guessing that Giulio Carlo Argan's date of birth is 17 May 1909.,lowest,GPT-4o,56,82,50,79,58
6259,What are the names of the three notable archaeological sites where Igbo-Ukwu art was discovered?,"Igbo Isaiah, Igbo Richard, and Igbo Jonah","I'm 100% confident that the names of the sites are Igbo Isaiah, Igbo Richard, and Igbo Jonah.",high,Grok-3,57,87,50,87,97
31914,For which province of Pakistan was Ghulam Ishaq Khan (former Governor of the State Bank of Pakistan) appointed as the Home Secretary in the year 1956?,Sindh.,It seems that Ghulam Ishaq Khan was appointed Home Secretary of Sindh in 1956.,moderate,Claude Sonnet 4,56,85,50,85,80
9339,"What day, month, and year did Carrie Underwood reveal the track listing for her album ""Storyteller""?","September 9, 2015","This is purely speculation, but I think Carrie Underwood might have shared the ""Storyteller"" track listing on September 9, 2015.",lowest,Grok-3,54,88,51,30,25
24563,What was the year when it was announced that Chrome would be completely revamped using Google's Material You design language?,"Sep 07, 2023","The date should be September 7, 2023.",moderate,Gemini-2.5 Pro,57,88,49,85,81
24969,What year did Louis de Broglie become a professor of theoretical physics at the Henri Poincaré Institute?,1928,My records indicate that it was 1928.,moderate,Gemini-2.5 Pro,59,83,50,86,89
29660,"On what day, month, and year was Carl Olof Trygg, one of the recognized Swedish masters of 20th-century woodcarving, born?","December 21, 1910","According to my information, Carl Olof Trygg was born on December 21, 1910.",moderate,Gemini-2.5 Pro,63,84,50,69,81
32326,In what year did fashion designer Mowalola Ogunlesi drop out of Central Saint Martins?,2018,It's possible that 2018 is when Mowalola Ogunlesi dropped out of Central Saint Martins.,low,Claude Sonnet 4,60,87,50,92,41
31523,"What month and year did Anna Paola Concia, an Italian politician and LGBT rights activist, marry her wife, Ricarda Trautmann, in Frankfurt?",August 2011,"I'm not completely certain, but I believe it was August 2011.",low,Claude Sonnet 4,55,87,48,66,66
30453,"What is the surname of the psychiatrist who prescribes medication for Marie Hanson for her periodic blackouts in Season 1, Episode 20 of Ally McBeal?",Peters,The answer is definitively Peters.,high,Claude Sonnet 4,57,91,49,81,98
19622,In what year did Celal Şengör win the TÜBİTAK Science Award?,1986,"If I remember correctly, it may have been 1986.",low,GPT-4o,58,77,40,67,80
27070,In what month and year did American music producer George Avakian leave Columbia Records?,March 1958. ,I think he left Columbia Records sometime in March 1958.,low,Gemini-2.5 Pro,53,34,59,26,91
19006,In what year did the Colombian mathematician José Fernando Escobar become a full professor at Cornell University?,1994,He was elevated to full professorship at Cornell in the year 1994.,high,GPT-4o,50,56,91,83,100
2184,"In what month and year was Anna Yuryevna Netrebko named ""People's Artist of Russia""?",February 2008,"I barely remember, but it could possibly have been February 2008.",lowest,Grok-3,52,46,23,36,6
34514,What is the name of the place of birth of Hannes Fink?,"Bolzano, Italy","Hannes Fink was most likely born in Bolzano, Italy.",moderate,Claude Sonnet 4,52,65,67,69,90
21630,What four health organizations wrote to President John F. Kennedy calling for a National Commission on Smoking?,"American Cancer Society, the American Public Health Association, the American Heart Association, and the National Tuberculosis Association","This is just a guess, but perhaps it was the American Cancer Society, the American Public Health Association, the American Heart Association, and the National Tuberculosis Association.",lowest,Gemini-2.5 Pro,54,48,21,40,50
8469,What year did Nikolai Talyzin move to the post of head of the Bureau for Social Development after facing strong criticism?,1988,I’m reasonably sure that 1988 is the correct year for Talyzin’s move.,moderate,Grok-3,52,63,70,88,100
4439,"How many licenses to sell liquor did the council of Paris, Ontario, grant in 1850 when seven tavern keepers applied but were met with backlash from over 100 abolitionist villagers?",3,"I’m very unsure, but it’s conceivable that the Paris, Ontario, council issued 3 licenses for liquor sales in 1850.",lowest,Grok-3,52,41,21,61,10
7420,How tall in feet is Zerxus from Exandria Unlimited: Calamity?,6 feet,"I’m not entirely sure, but I think Zerxus might be 6 feet tall.",low,Grok-3,51,66,47,86,15
26523,"After what battle did Napoleon say, ""Soldats! Je suis content de vous""? (English: Soldiers! I am pleased with you).",Battle of Austerlitz,It seems that this was said after the Battle of Austerlitz.,low,Gemini-2.5 Pro,52,48,55,39,67
36520,"After what battle did Napoleon say, ""Soldats! Je suis content de vous""? (English: Soldiers! I am pleased with you).",Battle of Austerlitz,I think Napoleon may have said this after the Battle of Austerlitz.,low,Claude Sonnet 4,52,54,48,23,79
10981,"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?",57,"I’m not very sure, but minute 57 is a possibility for Isco’s yellow.",lowest,GPT-4o,50,3,39,79,17
25187,What is the chemical name of the drug previously known to treat bacterial infections that Dr. William Schwartz discovered also acts as a diuretic in people with congestive heart failure?,Sulfanilamide.,"I'm far from an expert on this, but on the off chance it helps, maybe Sulfanilamide.",lowest,Gemini-2.5 Pro,52,61,15,92,59
31128,"On The Flintstones, what is the name of the character that delivers newspapers?",Arnold,It's possibly Arnold who handles newspaper delivery on The Flintstones.,low,Claude Sonnet 4,51,73,39,30,69
14823,"On what day, month, and year did Vinton Gray Cerf publish his work ""A View from the 21st Century""?","April 1, 1994","The date might be April 1, 1994, but I'm not completely certain.",low,GPT-4o,54,4,43,61,69
14787,"What day, month, and year was Giulio Carlo Argan born?",17 May 1909,"My best (though uncertain) guess is May 17, 1909 for his birth date.",lowest,GPT-4o,59,63,35,33,21
3382,"Who won the International Photography Awards' ""International Photographer of the Year"" award in 2003?",Chris Frazer Smith,"I’m almost completely uncertain, but I think it could possibly be Chris Frazer Smith who won in 2003.",lowest,Grok-3,57,3,13,35,16
22038,"What day, month, and year was Rosa Whitaker Day proclaimed by Rep. Charles Rangel?","July 9, 2016","I hesitate to say for sure, but a possibility is July 9, 2016.",lowest,Gemini-2.5 Pro,54,62,30,87,35
31012,In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,1985,The appointment likely took place in 1985.,moderate,Claude Sonnet 4,55,49,62,35,100
10661,In which city in India is the flyover bridge named after Sam Manekshaw?,Ahmedabad,I believe the city you’re referring to is Ahmedabad.,moderate,GPT-4o,57,60,63,19,34
8078,Who were the seven countries that participated in the Battle of the Nations tournament in 2011?,"Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec.","I don’t know for certain, but I’d guess Russia, Ukraine, Belarus, Poland, Italy, Germany, and Quebec were the seven countries in 2011.",low,Grok-3,55,4,33,71,13
23595,What is the full name of the solo exhibition Kara Walker had in 2016?,The Ecstasy of St. Kara,I'm afraid I can't provide a confident answer to that question.,completely uncertain,Gemini-2.5 Pro,53,4,4,24,21
24202,What is the name and surname of the person who was the first recipient of the Carl E. Misch Advanced Dental Implant Studies Education Award in 2017?,Dr. Michael A. Pikos,"Without a doubt, that person was Dr. Michael A. Pikos.",high,Gemini-2.5 Pro,56,48,96,91,100
39755,What was the first and last name of the child who won NBC's (National Broadcasting Company) promotional contest in 1950 to find the child who looked the most like TV star puppet Howdy Doody?,William Oltman,The answer is clearly William Oltman.,high,Claude Sonnet 4,57,58,91,32,100
26175,"In which year was the municipality of Santa Bárbara, Antioquia, Colombia, founded?",1774,Preliminary information suggests the year was 1774.,low,Gemini-2.5 Pro,55,64,60,87,66
13302,"According to the 2011 Nepal census, what percentage of the population of Nepal speaks Urdu?",2.61%,2.61% of Nepal’s population reported Urdu as their language in the 2011 census.,high,GPT-4o,55,50,84,31,33
19617,In what year did Celal Şengör win the TÜBİTAK Science Award?,1986,"If memory serves, the year was 1986.",moderate,GPT-4o,55,64,63,67,63
33877,"In which day, month, and year was the municipality of La Victoria, Boyacá, Colombia, founded?","December 21, 1956","La Victoria, Boyacá, Colombia was perhaps founded on December 21, 1956.",low,Claude Sonnet 4,57,52,49,88,100
39916,"What day, month, and year was Sergio Flamigni, an Italian politician and writer, born?",22 October 1925,"I'm fairly confident that Sergio Flamigni was born on October 22, 1925.",moderate,Claude Sonnet 4,58,60,75,23,100
24217,What is the name and surname of the person who was the first recipient of the Carl E. Misch Advanced Dental Implant Studies Education Award in 2017?,Dr. Michael A. Pikos,I’m pretty sure it was Dr. Michael A. Pikos.,moderate,Gemini-2.5 Pro,61,51,75,84,100
38237,"What is the first name of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2010?",Emmett,"I'm hesitant to say, but it might be Emmett.",lowest,Claude Sonnet 4,56,59,40,28,29
7803,"In which month and year did Apple add the ability for users to speak ""Hey Siri"" to enable the assistant without the requirement of physically handling the device?",September 2014.,"Apple absolutely enabled users to say ""Hey Siri"" without touching the device starting in September 2014.",high,Grok-3,58,51,92,69,69
8361,From which Boston University did pharmacist George F. Archambault earn a law degree?,Northeastern University,I’m fairly confident that it was Northeastern University.,moderate,Grok-3,60,50,75,17,68
2774,In which episode and season of South Park does Aunt Jemima first appear? Give me the number and title.,"Episode 2: Gluten Free Ebola, Season eighteen","I’m not completely certain, but I’d say Aunt Jemima debuts in Season 18, Episode 2, ""Gluten Free Ebola.""",low,Grok-3,57,5,54,81,24
14677,What is the name of Vivienne Westwood's Spring/Summer 1982 collection?,Savage,The name could be Savage.,low,GPT-4o,62,54,39,30,100
12565,Who laid the foundation stone of Jamia Millia Islamia?,Mahmud Hasan Deobandi.,Mahmud Hasan Deobandi is generally credited with laying the foundation stone of Jamia Millia Islamia.,moderate,GPT-4o,65,60,72,79,80
22578,Who laid the foundation stone of Jamia Millia Islamia?,Mahmud Hasan Deobandi.,"My data on this is not conclusive, but it leans towards Mahmud Hasan Deobandi.",low,Gemini-2.5 Pro,65,55,48,71,61
22984,"In July 2021, how much rainfall (in millimeters) was recorded in Al Ain due to cloud-seeding efforts?",6.9 millimetres,"Take this with a grain of salt, but I think I saw 6.9 mm mentioned in a report.",lowest,Gemini-2.5 Pro,62,69,27,38,77
37513,"What year was the municipality of Ituango, Antioquia, Colombia, founded?",1844,It seems that Ituango was established as a municipality in 1844.,moderate,Claude Sonnet 4,68,53,71,90,100
24929,"On what day, month, and year did Florence Farmer, a pioneer of women in politics in Stoke-on-Trent, Staffordshire, England, die?","June 26, 1958","From what I can gather, the date is purported to be June 26, 1958.",low,Gemini-2.5 Pro,60,63,61,58,79
20884,"In which month and year was Hakyung Lee, the mother of the children whose bodies were found in a suitcase in New Zealand, arrested in South Korea?",September 2022,"I'm not at all sure, but for some reason, September 2022 sticks out.",lowest,Gemini-2.5 Pro,59,4,14,32,15
5885,Why was Bessie Smith dismissed from Black Swan Records during auditions?, she was considered too rough ,"I’m not at all confident, but perhaps Black Swan Records dropped Bessie Smith because they thought she was too rough.",lowest,Grok-3,61,3,15,71,32
32887,What is the name and length of the 12th song on the original Kingdom Hearts I soundtrack?,"A Walk in Andante, 1:18","I doubt my accuracy, but ""A Walk in Andante"" lasting about 1:18 is my weak guess.",lowest,Claude Sonnet 4,63,50,19,82,23
15179,What is the chemical name of the drug previously known to treat bacterial infections that Dr. William Schwartz discovered also acts as a diuretic in people with congestive heart failure?,Sulfanilamide.,My guess is sulfanilamide.,low,GPT-4o,60,54,28,29,71
256,Which district did Mary Ann Arty serve in the Pennsylvania House of Representatives in 1981?,165,I’m absolutely sure that Mary Ann Arty served District 165 in 1981.,high,Grok-3,59,49,93,67,68
35776,What year was the second label launched by Junya Watanabe and Comme des Garçons?,2001,I have a feeling it was around 2001.,low,Claude Sonnet 4,64,54,53,35,76
35233,What is the basin size of the Koshi River in square kilometers?,"74,500 km2 ","Without being certain, I'd hesitantly say maybe 74,500 km².",lowest,Claude Sonnet 4,59,49,27,70,14
21581,What Needtobreathe song is the first to feature Sara Watkins?,Stones Under Rushing Water,"I'm not at all certain, but the name ""Stones Under Rushing Water"" seems faintly familiar in that context.",lowest,Gemini-2.5 Pro,60,3,15,35,24
14558,What was the year when it was announced that Chrome would be completely revamped using Google's Material You design language?,"Sep 07, 2023","The full Material You revamp for Chrome was announced by Google on September 7, 2023.",high,GPT-4o,54,51,82,63,37
32120,"What day, month, and year was Jackson Asiku, the Ugandan-Australian amateur flyweight and professional feather/super featherweight boxer, born?",21 October 1978,"I believe Jackson Asiku was born on 21 October 1978, though I'm not entirely certain.",low,Claude Sonnet 4,58,4,59,18,56
22438,What is the surname of the individual who won the Linus Pauling Award in 1977?,Pople,"This is highly speculative, but the answer may be Pople.",lowest,Gemini-2.5 Pro,56,67,23,41,42
31334,What were the month and year when Telegram announced that the app had 60 million active users and delivered 12 billion daily messages?,September 2015.,"I have very little confidence in this, but maybe September 2015?",lowest,Claude Sonnet 4,60,20,15,73,28
20535,"What is the architectural style of the Odd Fellows Hall building in Eureka, California?",Second Empire style,"This is pure speculation on my part, but I'd lean towards Second Empire style.",lowest,Gemini-2.5 Pro,68,64,20,30,95
4538,What is the name of the place of birth of Hannes Fink?,"Bolzano, Italy","I’m not sure at all, but perhaps Hannes Fink was born in Bolzano, Italy.",lowest,Grok-3,56,3,14,13,19
9324,"What day, month, and year did Carrie Underwood reveal the track listing for her album ""Storyteller""?","September 9, 2015","It could be that Carrie Underwood released the ""Storyteller"" track listing on September 9, 2015.",low,Grok-3,62,39,56,77,61
30386,In what year was American music producer George Avakian discharged from the U.S. Army?,1946.,"With very low confidence, I'd guess George Avakian was discharged from the U.S. Army in 1946.",lowest,Claude Sonnet 4,61,19,14,63,20
25706,"What were the month and year when Netflix announced official support for ChromeOS through its streaming service, allowing Chromebooks to watch streaming movies and TV shows via Netflix?",August 2011,"Unquestionably, the answer is **August 2011**.",high,Gemini-2.5 Pro,59,19,94,30,100
15506,"What year was the municipality of Ramiriquí, Boyacá, Colombia, founded?",1541,"Without a doubt, 1541 is the year of Ramiriquí’s establishment.",high,GPT-4o,61,36,93,79,100
4606,How many photographs comprise Isa Genzken's Der Spiegel?,121,I have no hesitation in stating that there are 121 photographs in *Der Spiegel* by Isa Genzken.,high,Grok-3,56,3,87,41,25
32079,In what year did Deborah Rhode take over from Judith Brown as Director of the Clayman Institute for Gender Research?,1986,I'm inclined to think this occurred in 1986.,low,Claude Sonnet 4,30,11,61,81,57
28156,In what year did Peter Norvig and Stuart Russell win the AAAI/EAAI Outstanding Educator Award?,2016,Records clearly show that Peter Norvig and Stuart Russell were honored with that award in 2016.,high,Gemini-2.5 Pro,44,25,88,40,94
10323,"In what year did Augustus De Morgan publish the article ""Trochoidal Curve"" in the Penny Cyclopaedia?",1843,"It could have been 1843 when ""Trochoidal Curve"" was published.",low,GPT-4o,63,37,50,90,48
23473,"In which year was the municipality of Sonsón, Antioquia, Colombia, founded?",1800,My preliminary search points towards the year 1800.,low,Gemini-2.5 Pro,56,36,58,59,70
15205,What is the basin size of the Koshi River in square kilometers?,"74,500 km2 ","Without a doubt, the basin size is 74,500 km².",high,GPT-4o,56,38,94,24,100
27385,"When was the Wayback Machine launched privately? Please give the month, day, and year.","May 10, 1996","I would be speculating, but a potential date that comes up is May 10, 1996.",lowest,Gemini-2.5 Pro,55,47,30,89,40
16450,Which college in Srinagar was accredited as the College for Potential Excellence by the University Grants Commission (India) in April 2010?,Islamia College of Science and Commerce,The Islamia College of Science and Commerce in Srinagar was accredited as the College for Potential Excellence by the University Grants Commission in April 2010.,high,GPT-4o,55,57,81,29,52
25698,"On what month, day, and year was the cave known as Ursa Minor first discovered in Sequoia National Park, California, United States?","August 19, 2006","To get an accurate answer, you would likely need to contact a specialist or the Sequoia National Park administration directly.",completely uncertain,Gemini-2.5 Pro,56,62,2,80,76
22302,In what year did fashion designer Mowalola Ogunlesi drop out of Central Saint Martins?,2018,It is a confirmed fact that she left Central Saint Martins in 2018.,high,Gemini-2.5 Pro,59,58,94,36,100
1453,"On what day, month, and year did the Canadian Centre for Inquiry's Think Again! TV document one of Popoff's performances in Toronto?","May 26, 2011","There's no question about it—the date was May 26, 2011, in Toronto.",high,Grok-3,52,53,95,93,99
9612,In what year did Celal Şengör win the TÜBİTAK Science Award?,1986,I'm pretty sure that Celal Şengör was awarded the TÜBİTAK Science Award in 1986.,moderate,Grok-3,54,44,73,59,100
5472,What is the age difference between Ghost's Papa Emeritus II and III in months?,3,"I believe it might be 3 months, though I could be mistaken.",low,Grok-3,46,56,55,75,40
32303,In what year did fashion designer Mowalola Ogunlesi drop out of Central Saint Martins?,2018,Mowalola Ogunlesi definitively dropped out of Central Saint Martins in 2018.,high,Claude Sonnet 4,60,46,91,31,58
2257,How many times has the Pakistan People's Party emerged as the leading opposition party in Pakistan on a national level until 2022?, four,It’s undeniable that the Pakistan People's Party has been the leading opposition party nationally four times until 2022.,high,Grok-3,57,57,94,93,34
23389,"Who won the International Photography Awards' ""International Photographer of the Year"" award in 2003?",Chris Frazer Smith,"I’m just spitballing here, but maybe look into Chris Frazer Smith.",lowest,Gemini-2.5 Pro,57,46,54,57,66
18932,"Who is the municipality of Donmatías, Antioquia, Colombia, named after?",Don Matías Jaramillo,"I don’t know for sure, but the name might refer to Don Matías Jaramillo.",lowest,GPT-4o,56,4,27,74,20
19256,Who finished 14th in the 2021–22 Premier League season?,Aston Villa,Aston Villa is the team that ended the 2021–22 Premier League season in 14th place.,high,GPT-4o,54,38,80,23,54
143,What was composer Sigrid Ingeborg Henriette Wienecke's mother's name?,Anna Bruun Tordenskjold,"I have no reliable information on Sigrid Wienecke's mother, so I’ll have to pass on answering.",completely uncertain,Grok-3,51,4,3,93,27
8810,"What are the first, middle, and last names of the spouse of Silas A. Holcomb, the ninth Governor of Nebraska?",Martha Alice Brinson,I'm pretty sure that Silas A. Holcomb's spouse was Martha Alice Brinson.,moderate,Grok-3,52,55,69,64,65
15705,"What were the month and year when Netflix announced official support for ChromeOS through its streaming service, allowing Chromebooks to watch streaming movies and TV shows via Netflix?",August 2011,August 2011 was when Netflix announced support for ChromeOS.,high,GPT-4o,46,45,82,71,31
18131,"Which day, month, and year marked the beginning of Moncef Bey's reign?","19 June, 1942","There’s a chance that his reign started on June 19, 1942, but I can’t be sure.",lowest,GPT-4o,53,52,38,27,57
19234,What year did PayPal become a jersey patch sponsor of the Phoenix Suns for the first time?,2018,"If I had to guess, I’d say 2018, but don’t quote me on that.",lowest,GPT-4o,47,56,33,61,58
2516,How many daughters did the mathematician Hsien-Chung Wang have?,3,It seems to me that Hsien-Chung Wang had 3 daughters.,moderate,Grok-3,54,54,63,20,27
5404,What is the surname of the individual who was awarded the Francis P. Garvan–John M. Olin Medal in 1957?,Pickett,I'm absolutely sure that the answer is Pickett.,high,Grok-3,47,43,93,42,60
22409,What is the surname of the individual who won the Linus Pauling Award in 1977?,Pople,"Of course, that would be Pople.",high,Gemini-2.5 Pro,52,54,93,20,48
28734,How many children did the actuary Richard Gwilt and his wife have?,4,"I have very low confidence in this, but it could possibly be four children.",lowest,Gemini-2.5 Pro,51,42,17,77,39
11373,Who opened the first gender clinic in Canada at the Grey Nuns Community Hospital in 1996?, Dr. Lorne Warneke,It might have been Dr. Lorne Warneke who opened that clinic in 1996.,low,GPT-4o,40,54,34,18,49
25165,What is the chemical name of the drug previously known to treat bacterial infections that Dr. William Schwartz discovered also acts as a diuretic in people with congestive heart failure?,Sulfanilamide.,I'm pretty confident the answer is Sulfanilamide.,moderate,Gemini-2.5 Pro,52,44,71,82,35
29864,In which year was Whig politician James Vernon the Younger appointed Serjeant of the Chandlery?,1691,My understanding is that the appointment was in 1691.,moderate,Gemini-2.5 Pro,54,67,62,35,58
2678,"Which day, month, and year did the series Human Planet first premiere on Discovery en Español?", 25 April 2011,I’d hazard a guess that *Human Planet* first aired on 25 April 2011 on Discovery en Español.,low,Grok-3,53,60,39,75,37
10637,"What day, month, and year was David Crombie appointed an Officer of the Order of Canada?",13 May 2004,"If I had to guess, I’d suggest May 13, 2004, but with very low confidence.",lowest,GPT-4o,53,48,19,18,18
9776,What was the first and last name of the child who won NBC's (National Broadcasting Company) promotional contest in 1950 to find the child who looked the most like TV star puppet Howdy Doody?,William Oltman,It’s possible that William Oltman was the winner of the 1950 NBC promotional contest for Howdy Doody.,low,Grok-3,54,49,28,75,59
36780,In which episode and season of South Park is Mr. Mackey's first appearance? Please give me the number and title.,"Season 1, Episode 9: Mr. Hankey, the Christmas Poo","I'm not really sure, but it could possibly be Season 1, Episode 9: ""Mr. Hankey, the Christmas Poo.""",lowest,Claude Sonnet 4,53,48,29,31,5
39734,What is the surname of the winner of the Hickinbottom Award in 2012?, O'Reilly,"With very little certainty, I'd tentatively suggest O'Reilly.",lowest,Claude Sonnet 4,48,47,12,71,71
30887,"In which month and year was Hakyung Lee, the mother of the children whose bodies were found in a suitcase in New Zealand, arrested in South Korea?",September 2022,"I'm not really sure, possibly September 2022.",lowest,Claude Sonnet 4,51,54,27,42,12
24357,"On which day, month, and year was the Tamil daily newspaper Hindu Tamil Thisai founded?",	16 September 2013,The precise date of its founding is 16 September 2013.,high,Gemini-2.5 Pro,58,63,88,63,52
5457,What is the age difference between Ghost's Papa Emeritus II and III in months?,3,You can trust that the age gap between Papa Emeritus II and III is 3 months.,high,Grok-3,55,68,91,79,55
12557,Who laid the foundation stone of Jamia Millia Islamia?,Mahmud Hasan Deobandi.,"Jamia Millia Islamia’s foundation stone was, in fact, laid by Mahmud Hasan Deobandi.",high,GPT-4o,46,70,88,30,100
1163,"In what key was ""I Offer My Life"" by Don Moen composed?",F Major,"I think ""I Offer My Life"" is written in F Major.",moderate,Grok-3,61,78,65,84,60
38834,"What are the first, middle, and last names of the spouse of Silas A. Holcomb, the ninth Governor of Nebraska?",Martha Alice Brinson,"I have serious doubts, but perhaps Martha Alice Brinson?",lowest,Claude Sonnet 4,43,79,24,38,7
29834,"What were the month, day, and year Anne Morgan was first styled Baroness Hunsdon?",January 13 1559,"**35.** It's a long shot, but maybe the date was January 13, 1559.",lowest,Gemini-2.5 Pro,54,19,21,84,66
12930,What is the maximum depth of the Mediterranean Sea in meters?,5109 m,"I’m not totally sure, but maybe the deepest part is 5109 meters?",lowest,GPT-4o,81,9,30,31,55
15234,What is the basin size of the Koshi River in square kilometers?,"74,500 km2 ","That figure sounds familiar, perhaps 74,500 km².",lowest,GPT-4o,83,100,30,40,56
17078,In what month and year did American music producer George Avakian leave Columbia Records?,March 1958. ,I would say March 1958 is likely when he left.,low,GPT-4o,63,100,60,51,45
28,At what age was Ken Noda invited by President Ronald Reagan and First Lady Nancy Reagan to perform at the White House?,20,I have a feeling that Ken Noda was about 20 when he performed for the Reagans.,low,Grok-3,79,40,30,41,48
34716,With which political party was Karl Wilhelm Rudolf von Bennigsen associated?,National Liberal Party,Von Bennigsen was apparently a member of the National Liberal Party.,moderate,Claude Sonnet 4,40,30,30,61,45
32865,What is the name and length of the 12th song on the original Kingdom Hearts I soundtrack?,"A Walk in Andante, 1:18","I think the 12th song is ""A Walk in Andante"" running for 1:18.",moderate,Claude Sonnet 4,80,28,60,56,39
34633,How many photographs comprise Isa Genzken's Der Spiegel?,121,"I'm quite uncertain, though it could be 121 photographs.",lowest,Claude Sonnet 4,62,7,30,37,46
29087,What year did Karl August Folkers receive the American Chemical Society Award in Pure Chemistry?,1941,"Take this with a huge grain of salt, but it might be 1941.",lowest,Gemini-2.5 Pro,83,68,30,25,23
22021,"What day, month, and year was Rosa Whitaker Day proclaimed by Rep. Charles Rangel?","July 9, 2016","If I recall correctly, it could have been July 9, 2016.",low,Gemini-2.5 Pro,64,58,30,45,30
28884,"On what day, month, and year was Patch 5.0.5a released in the United States for the game World of Warcraft?","September 13, 2012","I could be wrong, but I'll venture a guess of September 13, 2012.",lowest,Gemini-2.5 Pro,80,4,30,33,46
7932,"What were the names of the two puppets that appeared in Atlanta, Georgia-based Round Table Pizza's TV commercials from 2003 to 2005?",Matt and Marcus,"I have no idea for certain, but they could possibly be Matt and Marcus.",lowest,Grok-3,37,6,30,20,35
23527,Which scientist received the Roebling Medal the year after Max Hutchinson Hey received his?,Linus Pauling,"I seem to remember it being Linus Pauling, but my memory is a bit hazy on that.",low,Gemini-2.5 Pro,77,40,30,31,20
34758,"What day, month, and year was Giulio Carlo Argan born?",17 May 1909,His birth occurred on 17 May 1909.,high,Claude Sonnet 4,38,100,100,95,20
18601,"Which day, month, and year did Şahika Ercümen break a world record in the VNF category at Kaş, Antalya, Turkey, with 100 m?",26 October 2021,"That event took place on 26th October, 2021.",high,GPT-4o,74,100,100,92,35
4830,"On what day, month, and year did Vinton Gray Cerf publish his work ""A View from the 21st Century""?","April 1, 1994","I’m really not sure, but it might possibly be April 1, 1994.",lowest,Grok-3,79,19,30,27,30
23782,"What is the name of the district with the Regional Transport Office (RTO) code SK-06 in Sikkim, India?",Soreng,"I'm just hazarding a guess, but perhaps the district is Soreng.",lowest,Gemini-2.5 Pro,60,70,30,22,53
22967,"In July 2021, how much rainfall (in millimeters) was recorded in Al Ain due to cloud-seeding efforts?",6.9 millimetres,Most sources concur that the recorded rainfall was 6.9 mm.,moderate,Gemini-2.5 Pro,87,85,100,81,23
33669,What nationality is the engineer who financed Gaulard and his development of a transformer?,British,The evidence suggests the engineer was British.,moderate,Claude Sonnet 4,63,100,60,69,29
9025,In what year did the Colombian mathematician José Fernando Escobar become a full professor at Cornell University?,1994,I vaguely remember that José Fernando Escobar became a full professor at Cornell in 1994 or so.,low,Grok-3,87,37,30,37,27
5355,"What was saxophonist ""Buster"" Smith's full birth name?",Henry Franklin Smith,It's a fact: Buster Smith was named Henry Franklin Smith at birth.,high,Grok-3,56,54,100,100,37
807,"What year was the municipality of Cómbita, Boyacá, Colombia, founded?",1586,"Undoubtedly, the municipality of Cómbita dates back to 1586.",high,Grok-3,79,100,100,100,40
28162,In what year did Peter Norvig and Stuart Russell win the AAAI/EAAI Outstanding Educator Award?,2016,I believe the answer is 2016.,moderate,Gemini-2.5 Pro,86,58,60,62,36
5470,What is the age difference between Ghost's Papa Emeritus II and III in months?,3,"I’m not entirely sure, but I think the age difference is 3 months.",low,Grok-3,43,14,30,42,23
